Punjab Assembly ,Name of Candidate,"Number of Votes Polled
","Party Affiliation
","Symbol Allocated
",Total Constituency Voters,Total Male,Total Female,Casted Votes,Casted Male,Female Vote Polled,Rejected Votes,Turnout %
PP-62,Muhammad Faiz Ur,54,IND,,,,,,,,,
PP-62,Ali Ashraf,50,IND,,,,,,,,,
PP-62,Faizan Saif,46,IND,,,,,,,,,
PP-62,Umar Ashraf,45,IND,,,,,,,,,
PP-62,Khawar Mehboob,41,IND,,,,,,,,,
PP-62,Zia Ur Rehman,38,IND,,,,,,,,,
PP-62,Nasir Alii,34,IND,,,,,,,,,
PP-62,"Jamal, Hassan, khan",27,IND,,,,,,,,,
PP-62,Shahid Imran Khan,27,IND,,,,,,,,,
PP-62,Amir  Yunus chauhan,26,IND,,,,,,,,,
PP-62,Sheraiz Ishaq,25,IND,,,,,,,,,
PP-62,Rashid Ali,23,IND,,,,,,,,,
PP-62,Rana Nazir Ahmad Khan,20,IND,,,,,,,,,
PP-62,Jabbar Ahmad,20,IND,,,,,,,,,
PP-62,Chaudhry Liaquat Ali,17,IND,,,,,,,,,
PP-62,Rana Babar Mustafa,15,IND,,,,,,,,,
PP-62,Ali Raza Buttar,14,IND,,,,,,,,,
PP-62,Zeeshan Khan,10,IND,,,,,,,,,
PP-62,Mustansar Jabbar Manj,9,IND,,,,,,,,,
PP-62,Amir Mehboob,9,IND,,,,,,,,,
PP-62,Raza Ullah,-,IND,,,,,,,,,
PP-63,Chaudhry Muhammad Tariq Gujjar,51315,IND-PTI,PRESSURE COOKER,,,,,,,,
PP-63,Muhammad Toufeeq Butt,44027,PML-N,Tiger(284),,,,,,,,
PP-63,Haidar Ali,6825,TLP,Crane(71),,,,,,,,
PP-63,Muhammad Faisal Iqbal,1452,PPP,Arrow(12),,,,,,,,
PP-63,Hafiz Ajmal Ali,1364,MML,,,,,,,,,
PP-63,Ikram Raza,1168,IND,,,,,,,,,
PP-63,Muhammad Shahbaz,1037,IND,,,,,,,,,
PP-63,Attiqullah,824,JUI,,,,,,,,,
PP-63,Tariq Mahmood,717,IND,,,,,,,,,
PP-63,Chaudhry Muhammad Tariq,713,IND,,,,,,,,,
PP-63,Lala Asad ulllah,627,IND,,,,,,,,,
PP-63,Falak Sher,394,IND,,,,,,,,,
PP-63,Shafaqat Ali Qadri,242,PAT,,,,,,,,,
PP-63,Falak Sher,124,ALPP,,,,,,,,,
PP-63,Mehar Muhammad Tariq,117,IND,,,,,,,,,
PP-63,Khawar Waseem,93,IND,,,,,,,,,
PP-63,Inam Ullah,89,IND,,,,,,,,,
PP-63,Ahmad Sajjad,85,IND,,,,,,,,,
PP-63,Sajjad Husain,74,IND,,,,,,,,,
PP-63,Chaudhary Zahid Iqbal,59,IND,,,,,,,,,
PP-63,Luqman Khalid,39,IND,,,,,,,,,
PP-63,Lala Shakeelur Rehman,37,IND,,,,,,,,,
PP-63,Abdul Rashed,34,IND,,,,,,,,,
PP-63,Imran aslam,33,IND,,,,,,,,,
PP-63,Aqeel Anwar Dar,30,IND,,,,,,,,,
PP-63,Muhammad Hasan,23,IND,,,,,,,,,
PP-63,Bilal Javid,23,IND,,,,,,,,,
PP-63,Asim Raza,22,IND,,,,,,,,,
PP-63,Muhammad Nasir,19,IND,,,,,,,,,
PP-63,Mian Attiq Ur Rahman,18,IND,,,,,,,,,
PP-63,Nayyar Murtaza Lone,14,IND,,,,,,,,,
PP-63,Muhammad Arfan,13,IND,,,,,,,,,
PP-63,Muhammad Zeeshan Abdullah,4,IND,,,,,,,,,
PP-63,Lala Sajjad Meher,-,JIP,,,,,,,,,
PP-64,Umar Farooq Dar,37115,PML-N,Tiger(284),,,,,,,,
PP-64,Chaudhry Muhammad Ali,33372,IND-PTI,PRESSURE COOKER,,,,,,,,
PP-64,MUHAMMAD ASIM KHAN,9691,TLP,Crane(71),,,,,,,,
PP-64,Haleem Akhtar,3092,IND,,,,,,,,,
PP-64,Muhammad Arsalan,2806,PPP,Arrow(12),,,,,,,,
PP-64,Furqan Aziz Butt,2130,JIP,,,,,,,,,
PP-64,Chaudhry Ashraf Ali,1752,IND,,,,,,,,,
PP-64,MUHAMMAD IKRAM,799,PML,,,,,,,,,
PP-64,Lala Asad ulllah,741,IND,,,,,,,,,
PP-64,Farooq Ahmad,343,PAT,,,,,,,,,
PP-64,Muhammad Hasan,260,IND,,,,,,,,,
PP-64,Imran Khan,243,IND,,,,,,,,,
PP-64,Muhammad Suleman Aslam,221,IND,,,,,,,,,
PP-64,Chaudhry Muhammad Tariq,187,IND,,,,,,,,,
PP-64,Muhammad Farhan Ikram,168,MQM-P,,,,,,,,,
PP-64,Syed Kokab Naz,85,IND,,,,,,,,,
PP-64,Ikram Aslam,76,IND,,,,,,,,,
PP-64,Falak Sher,50,IND,,,,,,,,,
PP-64,Muhammad arshad Gujjar,47,IND,,,,,,,,,
PP-64,Chaudhary Husnain Younas,38,IND,,,,,,,,,
PP-64,Chaudhry Muhammad Kashif Hafeez,27,IND,,,,,,,,,
PP-64,Shazib Dar,22,IND,,,,,,,,,
PP-64,Muhammad Ilyas,22,IND,,,,,,,,,
PP-64,Muhammad Shoaib Butt,14,IND,,,,,,,,,
PP-64,Aqeel Anwar Dar,8,IND,,,,,,,,,
PP-64,Muhammad Furqan Aziz Butt,-,JIP,,,,,,,,,
PP-64,Chaudhry Muhammad Ali,-,IND-PTI,,,,,,,,,
PP-65,Hassan Iqbal Buttar,36499,IND-PTI,BOWL,,,,,,,,
PP-65,Chaudhary Waqar Ahmad Cheema,29042,IND,,,,,,,,,
PP-65,Sahibzada Malik Ghulam Fareed,17934,PML-N,Tiger(284),,,,,,,,
PP-65,Rauf Mushtaq,4349,TLP,Crane(71),,,,,,,,
PP-65,Sardar Haq Nawaz Cheema,2621,IPP,,,,,,,,,
PP-65,Irshad Ullah SIND-PTIhu,1129,PPP,Arrow(12),,,,,,,,
PP-65,Muhammad Owais Cheema,958,JIP,,,,,,,,,
PP-65,Hafiz Muhammad Husain,623,MML,,,,,,,,,
PP-65,hassan Iftikhar,490,IND,,,,,,,,,
PP-65,Muzaffar Ahmad,477,PAT,,,,,,,,,
PP-65,Atif Adeel,374,IND,,,,,,,,,
PP-65,Choudary Zaffar Ullah Cheema,304,IND,,,,,,,,,
PP-65,Naveed Ud Din Haidar,246,JUI,,,,,,,,,
PP-65,Muhammad Ishaq,210,PML,,,,,,,,,
PP-65,Nisar Iqbal,173,IND,,,,,,,,,
PP-65,Shahid Iqbal,172,IND,,,,,,,,,
PP-65,Tahir Imran,159,PNP,,,,,,,,,
PP-65,Tayyaba sohail Cheema,79,IND,,,,,,,,,
PP-65,Sajawal Ali,61,IND,,,,,,,,,
PP-65,Anaf Ayaz Aslam,46,IND,,,,,,,,,
PP-65,Umer Hayat,43,IND,,,,,,,,,
PP-65,Mumtaz Nasrullah,43,IND,,,,,,,,,
PP-65,Faisal Mehmood Butter,42,IND,,,,,,,,,
PP-65,Usman Shoukat,41,IND,,,,,,,,,
PP-65,Sadaqat Ali,38,IND,,,,,,,,,
PP-65,Manzoor Qadir BhIND-PTIer,18,IND,,,,,,,,,
PP-65,Dr Suhail Zafar Cheema,14,IND,,,,,,,,,
PP-65,Gul Nawaz,11,IND,,,,,,,,,
PP-66,Qaisar Iqbal,49931,PML-N,Tiger(284),,,,,,,,
PP-66,Rizwan Zafar Cheema,44870,IND-PTI,NAIL CUTTER,,,,,,,,
PP-66,Naseer Iqbal,9743,TLP,Crane(71),,,,,,,,
PP-66,Raza Miran,8799,IND,,,,,,,,,
PP-66,Rana Abdul Sattar,6799,MML,,,,,,,,,
PP-66,Rana Nazeer Ahmad Khan,2878,IPP,,,,,,,,,
PP-66,Muhammad Shabbir,1953,IND,,,,,,,,,
PP-66,Muhammad Asif Naeem,1446,JIP,,,,,,,,,
PP-66,ALI ASGHAR,1325,PPP,Arrow(12),,,,,,,,
PP-66,Rana umer Nazir Khan,1189,IND,,,,,,,,,
PP-66,Furqan Rashid,420,IND,,,,,,,,,
PP-66,Tayyaba sohail Cheema,336,IND,,,,,,,,,
PP-66,Ghulam Dastagir,228,IND,,,,,,,,,
PP-66,Majid Ali,221,IND,,,,,,,,,
PP-66,Muhammad Maqsood Ali Khan,204,IND,,,,,,,,,
PP-66,Sajid Ali,130,IND,,,,,,,,,
PP-66,Chaudhary Fazal ,94,IND,,,,,,,,,
PP-66,Saeed Yousaf BhIND-PTIer,85,IND,,,,,,,,,
PP-66,Muhammad Ilyas,81,IND,,,,,,,,,
PP-66,Rana Khalid Mehmood,78,IND,,,,,,,,,
PP-66,Nisar Iqbal,74,PML,,,,,,,,,
PP-66,Shahid Imran Khan,69,IND,,,,,,,,,
PP-66,USMAN ASHRAF SUNDHU,59,IND,,,,,,,,,
PP-66,Salman Nasir,56,IND,,,,,,,,,
PP-66,MUHAMMAD ASIF ISMAIL GUJJAR,37,IND,,,,,,,,,
PP-66,Mohsin Raza,28,IND,,,,,,,,,
PP-66,Muhammad Kashif Gujjar,26,IND,,,,,,,,,
PP-67,Chaudhry Akhter Ali Khan,40100,PML-N,Tiger(284),,,,,,,,
PP-67,Chaudhry Ali Wakeel Khan,31011,IND-PTI,PLUG,,,,,,,,
PP-67,Muhammad Riaz Khan,30,IND,,,,,,,,,
PP-67,Abdul Qadir Gill,-,TLP,Crane(71),,,,,,,,
PP-67,Ehsan Ullah Virk,-,IND,,,,,,,,,
PP-67,Muhammad Naeem,-,IPP,,,,,,,,,
PP-67,Majid Ali,-,IND,,,,,,,,,
PP-67,Asim Abdullah Virk,-,IND,,,,,,,,,
PP-67,Shahbaz Ahmad,-,IND,,,,,,,,,
PP-67,Riasat Ali,-,PAT,,,,,,,,,
PP-67,Chaudhry Muhammad Rafiq Virk,-,MML,,,,,,,,,
PP-67,Wajid Ali,-,IND,,,,,,,,,
PP-67,Muhammad Usman,-,IND,,,,,,,,,
PP-67,Muhammad Bilal,-,IND,,,,,,,,,
PP-67,Faraz Hassan,-,IND,,,,,,,,,
PP-67,Zia Ullah,-,IND,,,,,,,,,
PP-67,Sajid Ali,-,IND,,,,,,,,,
PP-67,Chaudhari Nisar Ahmad,-,IND,,,,,,,,,
PP-67,Amjad Farooq,-,JIP,,,,,,,,,
PP-67,Muhammad Asghar,-,PPP,Arrow(12),,,,,,,,
PP-67,Muhammad Yasir Arfat Ramay,-,IND,,,,,,,,,
PP-67,Muhammad Abdullah Khan,-,IND,,,,,,,,,
PP-67,Muhammad ilyas,-,IND,,,,,,,,,
PP-67,Safdar Ali,-,IND,,,,,,,,,
PP-67,Zohaib Arif Khan,-,IND,,,,,,,,,
PP-67,Chaudhary Muhammad Gulfam,-,IND,,,,,,,,,
PP-68,Mian Arqam Khan,43615,IND-PTI,Racket,,,,,,,,
PP-68,Chaudhary Mohammad Iqbal,40311,PML-N,Tiger(284),,,,,,,,
PP-68,Saif ullah,15081,TLP,Crane(71),,,,,,,,
PP-68,Syed Ahmad Shah Gillani,5899,MML,,,,,,,,,
PP-68,Muhammad Arsam Khan,1369,IND,,,,,,,,,
PP-68,Muhammad Iqbal,1142,PPP,Arrow(12),,,,,,,,
PP-68,Rana Umer Nazeer Ahmad,839,IND,,,,,,,,,
PP-68,Muhammad Pervaiz,770,JUI,,,,,,,,,
PP-68,Jahangir Iqbal,606,IND,,,,,,,,,
PP-68,Chaudhary Mubashir Hussan Dhillo,532,JIP,,,,,,,,,
PP-68,Rana Nisar Mahmood Khan,525,IND,,,,,,,,,
PP-68,Hafiz Abubakar Ijaz Virk,513,IND,,,,,,,,,
PP-68,MUHAMMAD ASIM KHAN,209,IND,,,,,,,,,
PP-68,Ghulam Mustafa,161,IND,,,,,,,,,
PP-68,Ghulam Dastgir,161,IND,,,,,,,,,
PP-68,Rana Umar Nazeer Khan,124,IPP,,,,,,,,,
PP-68,Muhammad Malik,109,IND,,,,,,,,,
PP-68,Asif Iqbal,98,IND,,,,,,,,,
PP-68,Muhammad Sana Ullah,71,IND,,,,,,,,,
PP-68,Ali Raza,64,IND,,,,,,,,,
PP-68,Shahid Imran Khan,49,IND,,,,,,,,,
PP-68,Falak Sher,33,IND,,,,,,,,,
PP-68,Muhammad Yousaf Aujala,28,IND,,,,,,,,,
PP-68,Muhammad Nawaz,28,IND,,,,,,,,,
PP-68,Shabbir Ahmad,27,IND,,,,,,,,,
PP-68,Muhammad Ahmad,16,IND,,,,,,,,,
PP-69,Irfan Bashir Gujjar,47930,PML-N,Tiger(284),,,,,,,,
PP-69,Umar Javaid Virk,43265,IND-PTI,Sofa,,,,,,,,
PP-69,Chaudhry Hamid Nasir Swiya,11667,TLP,Crane(71),,,,,,,,
PP-69,Rana Azhar Jahangir Khan,3741,JIP,,,,,,,,,
PP-69,Sana Ulllah Seekho,2400,MML,,,,,,,,,
PP-69,Chaudhary Rafaqat Hussain Gujjar,1540,IND,,,,,,,,,
PP-69,Chaudhry Rafaqat Hussain,1540,IND,,,,,,,,,
PP-69,Amir Ali Hussain Khan,1300,IND,,,,,,,,,
PP-69,Rana Shabbir Haider Mubarak,672,PPP,Arrow(12),,,,,,,,
PP-69,Momin Masud Khan,342,IND,,,,,,,,,
PP-69,KHURAM SHAHZAD,265,IND,,,,,,,,,
PP-69,Muhammad Arif Najam,171,IND,,,,,,,,,
PP-69,Usman Munawar,132,IND,,,,,,,,,
PP-69,Azaam Ali,86,IND,,,,,,,,,
PP-69,Muhammad Kamran,47,IND,,,,,,,,,
PP-69,Usman Bashir,31,IND,,,,,,,,,
PP-69,Muhammad Javed,-,IND,,,,,,,,,
PP-70,Tashakul Abbas Warraich,37709,IND-PTI,Cricket Stumps,,,,,,,,
PP-70,Aman Ullah Warraich,28874,PML-N,Tiger(284),,,,,,,,
PP-70,Kazim mahmood,7,IND,,,,,,,,,
PP-70,Aamer Iftikhar Rana,-,PPP,Arrow(12),,,,,,,,
PP-70,Chaudhry Muhammad Akram Khan,-,IND,,,,,,,,,
PP-70,Tauseef Azam Cheema,-,IND,,,,,,,,,
PP-70,Awais Munir,-,IND,,,,,,,,,
PP-70,Abrar Ahmad,-,IND,,,,,,,,,
PP-70,Nasir Mehmood,-,IND,,,,,,,,,
PP-70,Muhammad Tariq Ali,-,PRP,,,,,,,,,
PP-70,AMIR IFTIKHAR RANA,-,PPP,Arrow(12),,,,,,,,
PP-70,Muhammad Asif Cheema,-,IND,,,,,,,,,
PP-70,Faisal Murad,-,MML,,,,,,,,,
PP-70,Shafqat Rasool,-,IND,,,,,,,,,
PP-70,SARFRAZ AHMAD,-,IND,,,,,,,,,
PP-70,Chuadhry Muhammad Naseem BhIND-PTIer,-,TLP,Crane(71),,,,,,,,
PP-70,Chaudhry Muhammad Ashraf Waraich,-,IND,,,,,,,,,
PP-70,Ulfat Rasool Warrich,-,IND,,,,,,,,,
PP-70,Muhammad Fiaz Ahmad,-,IND,,,,,,,,,
PP-70,Rahmat Ullah,-,IND,,,,,,,,,
PP-70,Muhammad Shuaib Butt,-,IND,,,,,,,,,
PP-70,Ali Shabbir,-,IND,,,,,,,,,
PP-70,Atif Munir,-,IND,,,,,,,,,
PP-70,Seemab Liaqat,-,IND,,,,,,,,,
PP-70,Rafique Ahmad,-,IND,,,,,,,,,
PP-70,Chaudhry Muhammad Saeed,-,IND,,,,,,,,,
PP-70,Chaudhry Hamza Saeed,-,IND,,,,,,,,,
PP-70,Bilawal Hussain,-,IND,,,,,,,,,
PP-70,Waqas Butt,-,IND,,,,,,,,,
PP-70,Ahwar Tufail Warrich,-,IND,,,,,,,,,
PP-70,Muhammad Tayyab Butt,-,IND,,,,,,,,,
PP-70,Hassan Mahmood Khan,-,IND,,,,,,,,,
PP-70,Muhammad Rafiq,-,IND,,,,,,,,,
PP-70,Qamar Ramzan Hassan,-,JIP,,,,,,,,,
PP-70,UZAIR AHMAD,-,IND,,,,,,,,,
PP-70,Zaheer Ahmad Cheema,-,IND,,,,,,,,,
PP-70,Saeed Ahmad Shad,-,IND,,,,,,,,,
PP-70,Hafiz Muhammad Waqar Sarwar,-,IND,,,,,,,,,
PP-71,Sohaib Ahmad Malik,55050,PML-N,Tiger(284),,,,,,,,
PP-71,Naeem Haider Panjhuta,49076,IND-PTI,Bowl,,,,,,,,
PP-71,Muhammad Farooq Baha Ulhaq,21601,PPP,Arrow(12),,,,,,,,
PP-71,Muhammad Hanif,7443,TLP,Crane(71),,,,,,,,
PP-71,Abdul Munam,2086,JIP,,,,,,,,,
PP-71,Gulraiz Afzal Gondal,1376,IND,,,,,,,,,
PP-71,Haji Muhammad Yaqoob,977,IND,,,,,,,,,
PP-71,HASSAN INAM PIRACHA,797,IND,,,,,,,,,
PP-71,Hamid Nawaz,297,IND,,,,,,,,,
PP-71,Muhammad Nasrullah Khan,203,IND,,,,,,,,,
PP-71,AQEEL AHMAD,181,IND,,,,,,,,,
PP-71,Asif Shahzad,160,IND,,,,,,,,,
PP-71,mansoor Inam Piracha,146,IND,,,,,,,,,
PP-71,Arif Hassan,78,IND,,,,,,,,,
PP-71,Intazar Hussain,55,IND,,,,,,,,,
PP-71,Ehtesham Ul Haq Piracha,-,IND,,,,,,,,,
PP-72,Mansoor Azam,50408,PML-N,Tiger(284),,,,,,,,
PP-72,Chaudhry Sohail Akhtar,41363,IND-PTI,Bowl,,,,,,,,
PP-72,ZAHID IQBAL GHAURI,16308,PPP,Arrow(12),,,,,,,,
PP-72,Muhammad Usman Ali Tiwana,14491,IND,,,,,,,,,
PP-72,Asif Ali Choudhary,7964,TLP,Crane(71),,,,,,,,
PP-72,Muddasir Ahmed Gujjar,5367,JIP,,,,,,,,,
PP-72,Arslan Ahmad,795,IND,,,,,,,,,
PP-72,Chaudhary Muhammad Ilyas Gujjar,638,IND,,,,,,,,,
PP-72,Tariq Mahmood,270,IND,,,,,,,,,
PP-72,Nafees Ahmad,230,IND,,,,,,,,,
PP-72,Wajid Imran,111,IND,,,,,,,,,
PP-72,Kamran Iqbal,88,IND,,,,,,,,,
PP-72,Fazal Ahmad,47,IND,,,,,,,,,
PP-72,Naser Ali,-,IND,,,,,,,,,
PP-73,Muhammad Ansar Haral,58178,IND-PTI,Bowl,,,,,,,,
PP-73,Mian Sultan Ali Ranjha,46498,PML-N,Tiger(284),,,,,,,,
PP-73,Rab Nawaz,9369,TLP,Crane(71),,,,,,,,
PP-73,Muhammad Awais Ranjha,8578,PPP,Arrow(12),,,,,,,,
PP-73,Rana Umer Farooq,2833,JIP,,,,,,,,,
PP-73,Abdul Rahman Mehmood,1881,IND,,,,,,,,,
PP-73,Sheikh Mukhtar Ahmad,523,IND,,,,,,,,,
PP-73,Muhammad Younas,305,IND,,,,,,,,,
PP-73,Sajjad Haider Gondal,206,IND,,,,,,,,,
PP-73,saif ulllah,130,IND,,,,,,,,,
PP-73,Fiaz Hussan Minhas,36,IND,,,,,,,,,
PP-73,Muhammad Iqbal,-,IND,,,,,,,,,
PP-73,Amaan Ullah,-,IND,,,,,,,,,
PP-73,Qadar Nawaz,-,IND,,,,,,,,,
PP-73,Usama Ahmed Mela,-,IND,,,,,,,,,
PP-73,Khalid Mahmood,-,IND,,,,,,,,,
PP-74,Ikraam Ul Haq,51650,PML-N,Tiger(284),,,,,,,,
PP-74,Nadeem Muhammad Akram Cheema,34714,IND-PTI,Carom Board,,,,,,,,
PP-74,Muhammad Shahbaz,21583,IND,,,,,,,,,
PP-74,Mohammad Asif,5065,TLP,Crane(71),,,,,,,,
PP-74,Mudassar Khalid,3658,JIP,,,,,,,,,
PP-74,Ilyas Mehmood,2345,PPP,Arrow(12),,,,,,,,
PP-74,Ahmad Bilal Siddique,2141,IND,,,,,,,,,
PP-74,Khuram Shahzad,981,MML,,,,,,,,,
PP-74,Usama Ahmed Mela,848,IND,,,,,,,,,
PP-74,Shahbaz Ahmad,240,IND,,,,,,,,,
PP-74,Mudassar Ahmad,239,IND,,,,,,,,,
PP-74,Sajjad Haider Gondal,177,IND,,,,,,,,,
PP-74,Sardar Ahsan Raza,111,IND,,,,,,,,,
PP-74,Muhammad Ansar Iqbal,92,IND,,,,,,,,,
PP-74,Muhammad Bilal Imtiaz,91,IND,,,,,,,,,
PP-74,Ahtesham Murtaza,69,IND,,,,,,,,,
PP-74,Javed Ahmad Cheema,60,IND,,,,,,,,,
PP-74,Kiran hayat,46,IND,,,,,,,,,
PP-74,Hassan Sultan Kharal,33,IND,,,,,,,,,
PP-74,Chaudhary Muhammad Yousaf Chahal,17,IND,,,,,,,,,
PP-74,MUHAMMAD MUNEEB SULTAN CHEEMA,-,IND,,,,,,,,,
PP-75,Ali Asif Baga,54527,IND-PTI,Lotus,,,,,,,,
PP-75,Abdul Razaq,42922,PML-N,Tiger(284),,,,,,,,
PP-75,Chaudhry Javed Anwar Kambo,13606,PPP,Arrow(12),,,,,,,,
PP-75,Muhammad Usama Ijaz,6431,JIP,,,,,,,,,
PP-75,Muhammad Saif Ur Rehman,3132,TLP,Crane(71),,,,,,,,
PP-75,Asif Naeem,767,MML,,,,,,,,,
PP-75,Mateen Ahmad Qureshi,695,IND,,,,,,,,,
PP-75,Hafiz Hamid Mehmood,340,IND,,,,,,,,,
PP-75,Muhammad Amjad,271,IND,,,,,,,,,
PP-75,Rao Rahat Ali Khan,163,IND,,,,,,,,,
PP-75,Ambreen Akhtar,162,ANP,,,,,,,,,
PP-75,Rao Muhammad Sarwar,158,IND,,,,,,,,,
PP-75,Rana Yousaf,148,IND,,,,,,,,,
PP-75,Khawaja Muhammad Imran,139,IND,,,,,,,,,
PP-75,Muhammad Rehan,126,IND,,,,,,,,,
PP-75,Rizwan Iqbal,81,IND,,,,,,,,,
PP-75,Muhammad Islam,80,IND,,,,,,,,,
PP-75,Syed Azhar ul Haq Sherazi,72,IND,,,,,,,,,
PP-75,Mian Muhammad Anwar,72,IND,,,,,,,,,
PP-75,Mohasin Raza Arain,63,IND,,,,,,,,,
PP-75,Tariq Yaqoob,58,IND,,,,,,,,,
PP-75,Imran Raza,57,IND,,,,,,,,,
PP-75,MUHAMMAD ALI,53,IND,,,,,,,,,
PP-75,Muhammad Bilal Khan,47,IND,,,,,,,,,
PP-75,Makhdoom Shahab ud Din,43,IND,,,,,,,,,
PP-75,Syed Iftikhar Hussain,42,JUI-N,,,,,,,,,
PP-75,Muhammad Abdullah Rana,40,IND,,,,,,,,,
PP-75,Muhammad Taj Tariq,39,IND,,,,,,,,,
PP-75,Rao Muhammad Tufail,36,IND,,,,,,,,,
PP-75,Wasim Abbas,36,IND,,,,,,,,,
PP-75,Saira Raza,35,IND,,,,,,,,,
PP-75,Farzand Ali Khan,33,IND,,,,,,,,,
PP-75,Haider Javed Gill,30,IND,,,,,,,,,
PP-75,Chaudhary Muhammad Ilyas Gujjar,26,IND,,,,,,,,,
PP-75,Muhammad Hashir,25,IND,,,,,,,,,
PP-75,Shahbaz Ahmad Bajwa,24,IND,,,,,,,,,
PP-75,Nasir Iqbal,23,IND,,,,,,,,,
PP-75,Hassan Sultan Kharal,12,IND,,,,,,,,,
PP-75,Ch Abdul Razzaq Dhillon,-,IND,,,,,,,,,
PP-76,Zulfiqar Ali Bhatti,36978,IND-PTI,Radio,,,,,,,,
PP-76,Ghulam Dastagir Lak,32461,PML-N,Tiger(284),,,,,,,,
PP-76,Meher Muhammad Yar Khan Lak,16835,PPP,Arrow(12),,,,,,,,
PP-76,Muhammad Ashraf,6836,IND,,,,,,,,,
PP-76,Imran Elahi Pracha,5634,IND,,,,,,,,,
PP-76,Muhammad Munir,3711,TLP,Crane(71),,,,,,,,
PP-76,Muhammad Nisar,3248,JIP,,,,,,,,,
PP-76,Shafqat Abbas,878,IND,,,,,,,,,
PP-76,Khawar Abbas,816,IND,,,,,,,,,
PP-76,Tahir Farooq,813,IND,,,,,,,,,
PP-76,Imran Raza,192,IND,,,,,,,,,
PP-76,Aman Ullah,161,IND,,,,,,,,,
PP-76,Muhammad Sher,156,IND,,,,,,,,,
PP-76,Mehar Ghulam Abbas Lak,139,IND,,,,,,,,,
PP-76,Rizwan Umar,138,IND,,,,,,,,,
PP-76,Muhammad Rizwan Nowaiz Gill,102,IND,,,,,,,,,
PP-76,Muhammad Sibtain Shah,85,IND,,,,,,,,,
PP-76,Muhammad Shoaib Iqbal,82,IND,,,,,,,,,
PP-76,Farooq Ahmad,80,IND,,,,,,,,,
PP-76,Waseem Abbas,79,IND,,,,,,,,,
PP-76,Mahar Mohsin Raza,76,IND,,,,,,,,,
PP-76,Hafiz Abdul Rehman Sahi,71,IND,,,,,,,,,
PP-76,Usama Ahmed Mela,56,IND,,,,,,,,,
PP-76,Abdullah Mumtaz Kahloon,50,IND,,,,,,,,,
PP-76,Abdul Wahab Mumtaz Kahloon,50,IND,,,,,,,,,
PP-76,Makhdoom Muhammad Shahab,41,IND,,,,,,,,,
PP-76,Faraz Hameed Panu,32,IND,,,,,,,,,
PP-76,Muhammad Usama Nawaz,30,IND,,,,,,,,,
PP-76,Malik Hamid Nawaz Awan,24,IND,,,,,,,,,
PP-76,Muhammad Azhar Malhi,20,IND,,,,,,,,,
PP-76,Haroon Muzaffar Waraich,13,IND,,,,,,,,,
PP-76,ZULFIQAR ALI,-,IND,,,,,,,,,
PP-77,Safdar Hussain,49638,PML-N,Tiger(284),,,,,,,,
PP-77,Abdul Wahab Mumtaz Kahloon,46637,IND-PTI,Still camera,,,,,,,,
PP-77,Kamil Shameel,7659,IND,,,,,,,,,
PP-77,Abdul Latif,6435,PPP,Arrow(12),,,,,,,,
PP-77,Zubair Tariq,4043,TLP,Crane(71),,,,,,,,
PP-77,Zulfiqar Ahmad,2565,IND,,,,,,,,,
PP-77,Shams Naveed Cheema,2440,JIP,,,,,,,,,
PP-77,Rai Muhammad Munir Kharal,1772,MML,,,,,,,,,
PP-77,Iftikhar Ahmad,1094,IND,,,,,,,,,
PP-77,Parvaiz Iqbal,939,IND,,,,,,,,,
PP-77,Bilal Khalid Waraich,885,IND,,,,,,,,,
PP-77,Ali Hassan,750,IND,,,,,,,,,
PP-77,Saddam Hussain,609,IND,,,,,,,,,
PP-77,Abdullah Mumtaz Kahloon,531,IND,,,,,,,,,
PP-77,Ijaz Ahmad Kahloon,223,IND,,,,,,,,,
PP-77,Akmal Shameel,143,IND,,,,,,,,,
PP-77,MUHAMMAD ALI,103,IND,,,,,,,,,
PP-77,Waqar Ali Bhatti,89,IND,,,,,,,,,
PP-77,Imran Raza,78,IND,,,,,,,,,
PP-77,Hassan Tasleem,71,IND,,,,,,,,,
PP-77,Muhammad Farooq Sheikh,67,IND,,,,,,,,,
PP-77,Waseem Yaqub,64,IND,,,,,,,,,
PP-77,Muhammad Sibtain Shah,63,IND,,,,,,,,,
PP-77,Hafiz Abdul Rehman Sahi,61,IND,,,,,,,,,
PP-77,Chaudhry Tuqir Ashrif Gujjar,53,IND,,,,,,,,,
PP-77,Ahmad Waheeb,45,IND,,,,,,,,,
PP-77,Sarfraz Khan,36,IND,,,,,,,,,
PP-77,Ibrahim Sultan Kahloon,30,IND,,,,,,,,,
PP-77,Aftab Ahmad Bajwa,24,IND,,,,,,,,,
PP-77,Shahbaz Ahmad Bajwa,21,IND,,,,,,,,,
PP-77,Akhlaq Ullah Cheema,16,IND,,,,,,,,,
PP-77,Chaudhary Faisal Farooq Cheema,-,IND,,,,,,,,,
PP-77,Faisal Javed,-,IND,,,,,,,,,
PP-78,Rana Munawwar Husain,60560,PML-N,Tiger(284),,,,,,,,
PP-78,Waqar Anwar Sandhu,57573,IND-PTI,Laptop,,,,,,,,
PP-78,Muhammad Ali Khan,8460,IND,,,,,,,,,
PP-78,Hassan Raza Bhatti,3212,PPP,Arrow(12),,,,,,,,
PP-78,MALIK ZULQARNAIN,2887,IND,,,,,,,,,
PP-78,Mehr Umar Hayat Lak,1520,IND,,,,,,,,,
